Index,Title,Type,Episodes,Ongoing,Release Season,Start Year,End Year
2615,You're Under Arrest! Diverting Traffic at the Beach,DVD Special,1,false,,1997-01-01 00:00:00,1997-01-01 00:00:00
2616,Pumpkin Scissors,TV,24,false,Fall,2006-01-01 00:00:00,2007-01-01 00:00:00
2617,One Piece Movie 1,Movie,1,false,,2000-01-01 00:00:00,2000-01-01 00:00:00
2618,Harukanaru Toki no Naka de ~Maihitoyo~,Movie,1,false,,2006-01-01 00:00:00,2006-01-01 00:00:00
2619,Ghost in the Shell: Uchikomatic Days,DVD Special,1,false,,2007-01-01 00:00:00,2007-01-01 00:00:00
2620,The iDOLM@STER: Cinderella Girls Special,DVD Special,1,false,,2016-01-01 00:00:00,2016-01-01 00:00:00
2621,Rain Town,Web,1,false,,2011-01-01 00:00:00,2011-01-01 00:00:00
2622,Mafumafu & Soraru: Anti-Clockwise,Music Video,1,false,,2017-01-01 00:00:00,2017-01-01 00:00:00
2623,Girls und Panzer der Film: Arisu War!,DVD Special,1,false,,2016-01-01 00:00:00,2016-01-01 00:00:00
2624,Sirius the Jaeger,TV,12,false,Summer,2018-01-01 00:00:00,2018-01-01 00:00:00
2625,Kingdom Hearts Ï‡ Back Cover,OVA,1,false,,2017-01-01 00:00:00,2017-01-01 00:00:00
2626,Is the Order a Rabbit?,TV,12,false,Spring,2014-01-01 00:00:00,2014-01-01 00:00:00
2627,Dropkick on My Devil!! Dash,TV,11,false,Spring,2020-01-01 00:00:00,2020-01-01 00:00:00
2628,Happy Party Train,Music Video,1,false,,2017-01-01 00:00:00,2017-01-01 00:00:00
2629,Beyond the Boundary: Yakusoku no Kizuna,DVD Special,1,false,,2015-01-01 00:00:00,2015-01-01 00:00:00
2630,Legendary Armor Samurai Troopers: Legend of the Inferno Armor,OVA,4,false,,1989-01-01 00:00:00,1990-01-01 00:00:00
2631,Plawres Sanshiro,TV,37,false,,1983-01-01 00:00:00,1984-01-01 00:00:00
2632,Prince of Tennis: Message in a Bottle,Other,1,false,,2009-01-01 00:00:00,2009-01-01 00:00:00
2633,Vandread Turbulence,OVA,1,false,,2002-01-01 00:00:00,2002-01-01 00:00:00
2634,A Certain Scientific Accelerator Special,DVD Special,1,false,,2019-01-01 00:00:00,2019-01-01 00:00:00
2635,Farewell to Space Battleship Yamato: In the Name of Love,Movie,1,false,,1978-01-01 00:00:00,1978-01-01 00:00:00
2636,Levius,Web,12,false,Fall,2019-01-01 00:00:00,2019-01-01 00:00:00
2637,Cencoroll,Movie,1,false,,2009-01-01 00:00:00,2009-01-01 00:00:00
2638,Dog Days'',TV,12,false,Winter,2015-01-01 00:00:00,2015-01-01 00:00:00
2639,Ghost in the Shell: Stand Alone Complex - The Laughing Man - Tachikoma Days,DVD Special,1,false,,2005-01-01 00:00:00,2005-01-01 00:00:00
2640,Kamigami no Asobi,TV,12,false,Spring,2014-01-01 00:00:00,2014-01-01 00:00:00
2641,Kill la Kill Digest: Naked Memories by Aikuro Mikisugi,DVD Special,1,false,,2014-01-01 00:00:00,2014-01-01 00:00:00
2642,Ghost in the Shell: Stand Alone Complex - Tachikoma Days,Other,26,false,,2002-01-01 00:00:00,2003-01-01 00:00:00
2643,Is It Wrong to Try to Pick Up Girls in a Dungeon? OVA,OVA,1,false,,2016-01-01 00:00:00,2016-01-01 00:00:00
2644,Dance with Devils Movie: Fortuna,Movie,1,false,,2017-01-01 00:00:00,2017-01-01 00:00:00
2645,When Supernatural Battles Became Commonplace,TV,12,false,Fall,2014-01-01 00:00:00,2014-01-01 00:00:00
2646,Daa! Daa! Daa!,TV,78,false,Spring,2000-01-01 00:00:00,2002-01-01 00:00:00
2647,Brotherhood: Final Fantasy XV,Web,5,false,Spring,2016-01-01 00:00:00,2016-01-01 00:00:00
2648,Nanana's Buried Treasure,TV,11,false,Spring,2014-01-01 00:00:00,2014-01-01 00:00:00
2649,Urusei Yatsura: The Obstacle Course Swim Meet,Other,1,false,,2008-01-01 00:00:00,2008-01-01 00:00:00
2650,Mobile Suit Gundam SEED Destiny Special Edition III: The Hell Fire of Destiny,TV Special,1,false,,2006-01-01 00:00:00,2006-01-01 00:00:00
2651,Yarichin Bitch-bu,OVA,2,false,,2018-01-01 00:00:00,2019-01-01 00:00:00
2652,Hanayamata,TV,12,false,Summer,2014-01-01 00:00:00,2014-01-01 00:00:00
2653,Mars Daybreak,TV,26,false,Spring,2004-01-01 00:00:00,2004-01-01 00:00:00
2654,Mobile Suit Gundam SEED Destiny Special Edition IV: The Cost of Freedom,TV Special,1,false,,2007-01-01 00:00:00,2007-01-01 00:00:00
2655,H2,TV,41,false,Spring,1995-01-01 00:00:00,1996-01-01 00:00:00
2656,Sailor Moon R Memorial,OVA,1,false,,1998-01-01 00:00:00,1998-01-01 00:00:00
2657,.hack // The Movie,Movie,1,false,,2012-01-01 00:00:00,2012-01-01 00:00:00
2658,"Love, Chunibyo, & Other Delusions: Rikka Takanashi Version Special",DVD Special,1,false,,2014-01-01 00:00:00,2014-01-01 00:00:00
2659,Tatsumi,Movie,1,false,,2011-01-01 00:00:00,2011-01-01 00:00:00
2660,Kindaichi Shounen no Jikenbo Returns: Akechi Keibu no Jikenbo,TV Special,1,false,,2015-01-01 00:00:00,2015-01-01 00:00:00
2661,Uta no Prince-sama: Maji Love Revolutions,TV,13,false,Spring,2015-01-01 00:00:00,2015-01-01 00:00:00
2662,Doraemon: Nobita's Treasure Island,Movie,1,false,,2018-01-01 00:00:00,2018-01-01 00:00:00
2663,Gunsmith Cats,OVA,3,false,,1995-01-01 00:00:00,1996-01-01 00:00:00
2664,Dokkiri Doctor,TV,26,false,Fall,1998-01-01 00:00:00,1999-01-01 00:00:00
2665,Gatchaman Crowds,TV,12,false,Summer,2013-01-01 00:00:00,2013-01-01 00:00:00
2666,Rune Soldier,TV,24,false,Spring,2001-01-01 00:00:00,2001-01-01 00:00:00
2667,Koukyoushihen: Eureka Seven - Hi-Evolution 2,Movie,1,false,,2018-01-01 00:00:00,2018-01-01 00:00:00
2668,"Lupin III Special 1: Bye Bye, Lady Liberty",TV Special,1,false,,1989-01-01 00:00:00,1989-01-01 00:00:00
2669,Tetsujin 28-gou (2004),TV,26,false,Spring,2004-01-01 00:00:00,2004-01-01 00:00:00
2670,Armored Trooper Votoms: The Brilliant Heretic,OVA,5,false,,1994-01-01 00:00:00,1994-01-01 00:00:00
2671,Lunar Legend Tsukihime,TV,12,false,Fall,2003-01-01 00:00:00,2003-01-01 00:00:00
2672,Hidamari Sketch,TV,12,false,Winter,2007-01-01 00:00:00,2007-01-01 00:00:00
2673,Blood-C: The Last Dark,Movie,1,false,,2012-01-01 00:00:00,2012-01-01 00:00:00
2674,Omamori Himari,TV,12,false,Winter,2010-01-01 00:00:00,2010-01-01 00:00:00
2675,Sailor Moon Memorial,OVA,1,false,,1998-01-01 00:00:00,1998-01-01 00:00:00
2676,Chihayafuru OVA,OVA,1,false,,2013-01-01 00:00:00,2013-01-01 00:00:00
2677,The Case of Hana & Alice,Movie,1,false,,2015-01-01 00:00:00,2015-01-01 00:00:00
2678,Ninja Girl & Samurai Master 3rd Season,TV,26,false,Spring,2018-01-01 00:00:00,2018-01-01 00:00:00
2679,Phantom Thief Jeanne,TV,44,false,Winter,1999-01-01 00:00:00,2000-01-01 00:00:00
2680,Yowamushi Pedal: Re:ROAD,Movie,1,false,,2015-01-01 00:00:00,2015-01-01 00:00:00
2681,Shakugan no Shana II Specials,DVD Special,3,false,,2008-01-01 00:00:00,2009-01-01 00:00:00
2682,Go! Princess Pretty Cure,TV,50,false,Winter,2015-01-01 00:00:00,2016-01-01 00:00:00
2683,Kiddy Grade: Ignition,Movie,1,false,,2007-01-01 00:00:00,2007-01-01 00:00:00
2684,Ghost Stories - Curse of Death: The Headless Rider!!,TV Special,1,false,,2001-01-01 00:00:00,2001-01-01 00:00:00
2685,Flavors of Youth,Movie,1,false,,2018-01-01 00:00:00,2018-01-01 00:00:00
2686,Hyakko,TV,13,false,Fall,2008-01-01 00:00:00,2008-01-01 00:00:00
2687,Detective Conan: Excalibur no Kiseki,OVA,1,false,,2012-01-01 00:00:00,2012-01-01 00:00:00
2688,Captain The Movie,Movie,1,false,,1981-01-01 00:00:00,1981-01-01 00:00:00
2689,Haganai: I Don't Have Many Friends - A Round-Robin Story's Ending Is Way Extreme,OVA,1,false,,2012-01-01 00:00:00,2012-01-01 00:00:00
2690,Battle Angel Alita,OVA,2,false,,1993-01-01 00:00:00,1993-01-01 00:00:00
2691,Legend of the Condor Hero,TV,26,false,Spring,2001-01-01 00:00:00,2002-01-01 00:00:00
2692,Meiji Tokyo Renka,TV,12,false,Winter,2019-01-01 00:00:00,2019-01-01 00:00:00
2693,Kokkoku: Moment by Moment,TV,12,false,Winter,2018-01-01 00:00:00,2018-01-01 00:00:00
2694,The Mystic Archives of Dantalian,TV,12,false,Summer,2011-01-01 00:00:00,2011-01-01 00:00:00
2695,Grimm's Fairy Tale Classics,TV,47,false,,1987-01-01 00:00:00,1988-01-01 00:00:00
2696,Zombieland Saga: Saga Jihen,Music Video,1,false,,2019-01-01 00:00:00,2019-01-01 00:00:00
2697,Mitchiri Neko March,Music Video,1,false,,2013-01-01 00:00:00,2013-01-01 00:00:00
2698,Joker 4,TV,13,false,Fall,2016-01-01 00:00:00,2016-01-01 00:00:00
2699,Tengen Toppa Gurren Lagann: Kirameki Yoko Box ~Pieces of Sweet Stars~,Music Video,1,false,,2009-01-01 00:00:00,2009-01-01 00:00:00
2700,Cheeky Angel,TV,50,false,Spring,2002-01-01 00:00:00,2003-01-01 00:00:00
2701,Ore no Kanojo to Osananajimi ga Shuraba Sugiru,TV,13,false,Winter,2013-01-01 00:00:00,2013-01-01 00:00:00
2702,Da Capo II Second Season,TV,13,false,Spring,2008-01-01 00:00:00,2008-01-01 00:00:00
2703,07-Ghost,TV,25,false,Spring,2009-01-01 00:00:00,2009-01-01 00:00:00
2704,Stop!! Hibari-kun!,TV,35,false,,1983-01-01 00:00:00,1984-01-01 00:00:00
2705,Pretty Cure All Stars New Stage 3: Eien no Tomodachi,Movie,1,false,,2014-01-01 00:00:00,2014-01-01 00:00:00
2706,All Out!!,TV,25,false,Fall,2016-01-01 00:00:00,2017-01-01 00:00:00
2707,Hidamari no Ki,TV,25,false,Spring,2000-01-01 00:00:00,2000-01-01 00:00:00
2708,Rumiko Takahashi Anthology,TV,13,false,Summer,2003-01-01 00:00:00,2003-01-01 00:00:00
2709,Robot Carnival,OVA,7,false,,1987-01-01 00:00:00,1987-01-01 00:00:00
2710,Taishou Yakyuu Musume,TV,12,false,Summer,2009-01-01 00:00:00,2009-01-01 00:00:00
2711,Hayate the Combat Butler! Heaven is a Place on Earth,Movie,1,false,,2011-01-01 00:00:00,2011-01-01 00:00:00
2712,Bakuman. 3 Specials,DVD Special,2,false,,2013-01-01 00:00:00,2013-01-01 00:00:00
2713,Higurashi no Naku Koro ni Kaku Outbreak,OVA,1,false,,2013-01-01 00:00:00,2013-01-01 00:00:00
2714,Ranma 1/2: Tendou-ke no Oyobidenai Yatsura!,Other,1,false,,1992-01-01 00:00:00,1992-01-01 00:00:00
2715,Thundercats,TV,26,false,,2011-01-01 00:00:00,2012-01-01 00:00:00
2716,WATATEN! an Angel Flew Down to Me,TV,12,false,Winter,2019-01-01 00:00:00,2019-01-01 00:00:00
2717,Mitsuboshi Colors,TV,12,false,Winter,2018-01-01 00:00:00,2018-01-01 00:00:00
2718,Nasu: Suitcase no Wataridori,OVA,1,false,,2007-01-01 00:00:00,2007-01-01 00:00:00
2719,Just Because!,TV,12,false,Fall,2017-01-01 00:00:00,2017-01-01 00:00:00
2720,Ling Yu 5th Season,Web,12,false,,2017-01-01 00:00:00,2017-01-01 00:00:00
2721,Genesis Climber Mospeada,TV,25,false,,1983-01-01 00:00:00,1984-01-01 00:00:00
2722,Hi no Tori: Uchuu Hen,OVA,1,false,,1987-01-01 00:00:00,1987-01-01 00:00:00
2723,Afro Samurai,TV,5,false,Winter,2007-01-01 00:00:00,2007-01-01 00:00:00
2724,Infinite Stratos,TV,12,false,Winter,2011-01-01 00:00:00,2011-01-01 00:00:00
2725,Windy Tales,TV,13,false,Fall,2004-01-01 00:00:00,2005-01-01 00:00:00
2726,Pandora Hearts Specials,DVD Special,9,false,,2009-01-01 00:00:00,2010-01-01 00:00:00
2727,Gamers!,TV,12,false,Summer,2017-01-01 00:00:00,2017-01-01 00:00:00
2728,Witch Hunter Robin,TV,26,false,Summer,2002-01-01 00:00:00,2002-01-01 00:00:00
2729,Blue Exorcist Specials,DVD Special,10,false,,2011-01-01 00:00:00,2012-01-01 00:00:00
2730,Maid-sama! LaLa Special,DVD Special,1,false,,2010-01-01 00:00:00,2010-01-01 00:00:00
2731,Marmalade Boy,TV,76,false,,1994-01-01 00:00:00,1995-01-01 00:00:00
2732,Motto! Ojamajo Doremi,TV,50,false,Winter,2001-01-01 00:00:00,2002-01-01 00:00:00
2733,Turn A Gundam,TV,50,false,Spring,1999-01-01 00:00:00,2000-01-01 00:00:00
2734,Sankarea: Wagahai mo... Zombie de Aru...,DVD Special,1,false,,2012-01-01 00:00:00,2012-01-01 00:00:00
2735,Ninja Girl & Samurai Master 2nd Season,TV,26,false,Spring,2017-01-01 00:00:00,2017-01-01 00:00:00
2736,Ginga e Kickoff!!,TV,39,false,Spring,2012-01-01 00:00:00,2013-01-01 00:00:00
2737,Tegami Bachi: Letter Bee Reverse Specials,DVD Special,25,false,,2010-01-01 00:00:00,2011-01-01 00:00:00
2738,Super GALS!,TV,52,false,Spring,2001-01-01 00:00:00,2002-01-01 00:00:00
2739,Keroro Gunsou Movie 1,Movie,1,false,,2006-01-01 00:00:00,2006-01-01 00:00:00
2740,Joker Game,TV,12,false,Spring,2016-01-01 00:00:00,2016-01-01 00:00:00
2741,Love Hina,TV,24,false,Spring,2000-01-01 00:00:00,2000-01-01 00:00:00
2742,Dance in the Vampire Bund,TV,12,false,Winter,2010-01-01 00:00:00,2010-01-01 00:00:00
2743,The Cockpit,OVA,3,false,,1993-01-01 00:00:00,1994-01-01 00:00:00
2744,"Love, Chunibyo & Other Delusions!: Ren Lite",Web,6,false,Fall,2013-01-01 00:00:00,2014-01-01 00:00:00
2745,Kodomo no Jikan: Anata ga Watashi ni Kureta Mono,OVA,1,false,,2007-01-01 00:00:00,2007-01-01 00:00:00
2746,ACCA: 13-Territory Inspection Dept - Regards,OVA,1,false,,2020-01-01 00:00:00,2020-01-01 00:00:00
2747,Revolutionary Girl Utena: The Adolescence of Utena,Movie,1,false,,1999-01-01 00:00:00,1999-01-01 00:00:00
2748,Tsurune: Dangerous Shoot,DVD Special,1,false,,2019-01-01 00:00:00,2019-01-01 00:00:00
2749,Gun x Sword,TV,26,false,Summer,2005-01-01 00:00:00,2005-01-01 00:00:00
2750,Urusei Yatsura Movie 1: Only You,Movie,1,false,,1983-01-01 00:00:00,1983-01-01 00:00:00
2751,World Break: Aria of Curse for a Holy Swordsman,TV,12,false,Winter,2015-01-01 00:00:00,2015-01-01 00:00:00
2752,Kenshi Yonezu: Umi no Yuurei,Music Video,1,false,,2019-01-01 00:00:00,2019-01-01 00:00:00
2753,"Love Hina Special: Motoko's Choice, Love or Sword: Don't Cry",DVD Special,1,false,,2000-01-01 00:00:00,2000-01-01 00:00:00
2754,Sensual Phrase,TV,44,false,Spring,1999-01-01 00:00:00,2000-01-01 00:00:00
2755,Azumanga Daioh: The Very Short Movie,Movie,1,false,,2001-01-01 00:00:00,2001-01-01 00:00:00
2756,Black Jack,TV,61,false,Fall,2004-01-01 00:00:00,2006-01-01 00:00:00
2757,My Neighbors The Yamadas,Movie,1,false,,1999-01-01 00:00:00,1999-01-01 00:00:00
2758,Maria-sama ga Miteru ~Haru~ Specials,DVD Special,6,false,,2004-01-01 00:00:00,2005-01-01 00:00:00
2759,Fullmetal Alchemist: The Sacred Star of Milos Specials,DVD Special,4,false,,2011-01-01 00:00:00,2011-01-01 00:00:00
2760,Mazinkaiser: Shitou! Ankoku Dai Shogun,OVA,1,false,,2003-01-01 00:00:00,2003-01-01 00:00:00
2761,Mobile Suit Gundam 0083: The Afterglow of Zeon,Movie,1,false,,1992-01-01 00:00:00,1992-01-01 00:00:00
2762,Gundam Build Fighters: GM no Gyakushuu,Web,1,false,Summer,2017-01-01 00:00:00,2017-01-01 00:00:00
2763,Romeo no Aoi Sora Specials,TV Special,2,false,,2001-01-01 00:00:00,2001-01-01 00:00:00
2764,Unico in the Island of Magic,Movie,1,false,,1983-01-01 00:00:00,1983-01-01 00:00:00
2765,Peace Maker Kurogane: Belief,Movie,1,false,,2018-01-01 00:00:00,2018-01-01 00:00:00
2766,My Mental Choices are Completely Interfering with my School Romantic Comedy OVA,OVA,1,false,,2014-01-01 00:00:00,2014-01-01 00:00:00
2767,Girls und Panzer Movie: Akiyama Yukari no Sensha Kouza,DVD Special,3,false,,2016-01-01 00:00:00,2016-01-01 00:00:00
2768,Young Black Jack,TV,12,false,Fall,2015-01-01 00:00:00,2015-01-01 00:00:00
2769,Casshern Sins,TV,24,false,Fall,2008-01-01 00:00:00,2009-01-01 00:00:00
2770,BanG Dream! 2nd Season,TV,13,false,Winter,2019-01-01 00:00:00,2019-01-01 00:00:00
2771,Record of Lodoss War: Chronicles of the Heroic Knight,TV,27,false,Spring,1998-01-01 00:00:00,1998-01-01 00:00:00
2772,Koro-sensei Quest!,Web,12,false,Winter,2016-01-01 00:00:00,2017-01-01 00:00:00
2773,Usuzumizakura: Garo,Movie,1,false,,2018-01-01 00:00:00,2018-01-01 00:00:00
2774,Black Rock Shooter OVA,OVA,1,false,,2010-01-01 00:00:00,2010-01-01 00:00:00
2775,We Were There,TV,26,false,Summer,2006-01-01 00:00:00,2006-01-01 00:00:00
2776,High School DxD Specials,DVD Special,6,false,,2012-01-01 00:00:00,2012-01-01 00:00:00
2777,Miyori no Mori,TV Special,1,false,,2007-01-01 00:00:00,2007-01-01 00:00:00
2778,Naruto Shippuden: Sunny Side Battle!,Other,1,false,,2013-01-01 00:00:00,2013-01-01 00:00:00
2779,Sengoku Basara: Samurai Kings 2 - Dragon and Tiger -- Oath of Victory! Souls Racing Towards a Blazing Future!!,DVD Special,1,false,,2011-01-01 00:00:00,2011-01-01 00:00:00
2780,Mobile Suit Gundam SEED Destiny Special Edition II: Respective Swords,TV Special,1,false,,2006-01-01 00:00:00,2006-01-01 00:00:00
2781,Magical Shopping Arcade Abenobashi,TV,13,false,Spring,2002-01-01 00:00:00,2002-01-01 00:00:00
2782,Kurokami The Animation,TV,23,false,Winter,2009-01-01 00:00:00,2009-01-01 00:00:00
2783,Tanuki to Kitsune,Web,18,false,Winter,2018-01-01 00:00:00,2018-01-01 00:00:00
2784,The Knight in the Area,TV,37,false,Winter,2012-01-01 00:00:00,2012-01-01 00:00:00
2785,Lupin III Special 4: From Siberia With Love,TV Special,1,false,,1992-01-01 00:00:00,1992-01-01 00:00:00
2786,EGOIST: All Alone With You,Music Video,1,false,,2013-01-01 00:00:00,2013-01-01 00:00:00
2787,One Piece Recap,OVA,1,false,,2010-01-01 00:00:00,2010-01-01 00:00:00
2788,40MeterP: Dare mo Shiranai Happy End,Music Video,1,false,,2016-01-01 00:00:00,2016-01-01 00:00:00
2789,Seraph of the End: Jump Festa 2015 Special,Other,1,false,,2015-01-01 00:00:00,2015-01-01 00:00:00
2790,Negima!?,TV,26,false,Fall,2006-01-01 00:00:00,2007-01-01 00:00:00
2791,Nobody's Boy Remi,TV,51,false,,1977-01-01 00:00:00,1978-01-01 00:00:00
2792,Mitaiken Horizon,Music Video,1,false,,2019-01-01 00:00:00,2019-01-01 00:00:00
2793,Seraph of the End: The Beginning of the End,TV Special,1,false,,2015-01-01 00:00:00,2015-01-01 00:00:00
2794,Those Who Hunt Elves II,TV,12,false,Fall,1997-01-01 00:00:00,1997-01-01 00:00:00
2795,Nobody's Boy Remi Movie,Movie,1,false,,1980-01-01 00:00:00,1980-01-01 00:00:00
2796,Hikaru no Go: New Year Special,TV Special,1,false,,2003-01-01 00:00:00,2003-01-01 00:00:00
2797,Peace Maker Kurogane,TV,24,false,Fall,2003-01-01 00:00:00,2004-01-01 00:00:00
2798,One Piece: Defeat The Pirate Ganzak!,OVA,1,false,,1998-01-01 00:00:00,1998-01-01 00:00:00
2799,ef - a tale of melodies: Prologue,DVD Special,1,false,,2008-01-01 00:00:00,2008-01-01 00:00:00
2800,Garo The Animation,TV,24,false,Fall,2014-01-01 00:00:00,2015-01-01 00:00:00
2801,Didn't I Say to Make My Abilities Average in the Next Life?!,TV,12,false,Fall,2019-01-01 00:00:00,2019-01-01 00:00:00
2802,Love Hina Final Selection,TV Special,1,false,,2001-01-01 00:00:00,2001-01-01 00:00:00
2803,5-tou ni Naritai.,Movie,1,false,,1995-01-01 00:00:00,1995-01-01 00:00:00
2804,Coo: Tooi Umi Kara Kita Coo,Movie,1,false,,1993-01-01 00:00:00,1993-01-01 00:00:00
2805,Genbanojou,Movie,1,false,,2017-01-01 00:00:00,2017-01-01 00:00:00
2806,Accel World OVA,OVA,2,false,,2012-01-01 00:00:00,2013-01-01 00:00:00
2807,Jin Tian Kai Shi Zuo Ming Xing,Web,13,false,,2019-01-01 00:00:00,2020-01-01 00:00:00
2808,Mushibugyou,TV,26,false,Spring,2013-01-01 00:00:00,2013-01-01 00:00:00
2809,Plastic Nee-san,Web,12,false,Spring,2011-01-01 00:00:00,2012-01-01 00:00:00
2810,Dantalian no Shoka: Ibarahime,OVA,1,false,,2012-01-01 00:00:00,2012-01-01 00:00:00
2811,Munto Movie: Tenjoubito to Akutobito Saigo no Tatakai,Movie,1,false,,2009-01-01 00:00:00,2009-01-01 00:00:00
2812,Aikatsu Stars! The Movie,Movie,1,false,,2016-01-01 00:00:00,2016-01-01 00:00:00
2813,Wo Shi Jiang Xiaobai 2nd Season,Web,12,false,,2018-01-01 00:00:00,2019-01-01 00:00:00
2814,Doraemon: Shin Nobita to Tetsujin Heidan - Habatake Tenshi-tachi,Movie,1,false,,2011-01-01 00:00:00,2011-01-01 00:00:00
2815,Ace Attorney Season 2,TV,23,false,Fall,2018-01-01 00:00:00,2019-01-01 00:00:00
2816,Ashita no Joe 2 Movie,Movie,1,false,,1981-01-01 00:00:00,1981-01-01 00:00:00
2817,GaoGaiGar,TV,49,false,Winter,1997-01-01 00:00:00,1998-01-01 00:00:00
2818,Gingitsune: Messenger Fox of the Gods,TV,12,false,Fall,2013-01-01 00:00:00,2013-01-01 00:00:00
2819,Doraemon: Nobita no Nankyoku Kachi Kochi Daibouken,Movie,1,false,,2017-01-01 00:00:00,2017-01-01 00:00:00
2820,Qin Shi Mingyue Si: Wanli Changcheng,TV,37,false,,2012-01-01 00:00:00,2013-01-01 00:00:00
2821,On Happiness Road,Movie,1,false,,2018-01-01 00:00:00,2018-01-01 00:00:00
2822,The Testament of Sister New Devil BURST,TV,10,false,Fall,2015-01-01 00:00:00,2015-01-01 00:00:00
2823,Glass Mask,TV,23,false,,1984-01-01 00:00:00,1984-01-01 00:00:00
2824,Soar High! Isami,TV,50,false,,1995-01-01 00:00:00,1996-01-01 00:00:00
2825,"Eureka Seven: Good Night, Sleep Tight, Young Lovers",Movie,1,false,,2009-01-01 00:00:00,2009-01-01 00:00:00
2826,Mobile Suit Gundam SEED Movie II: The Far-Away Dawn,TV Special,1,false,,2004-01-01 00:00:00,2004-01-01 00:00:00
2827,Maria the Virgin Witch,TV,12,false,Winter,2015-01-01 00:00:00,2015-01-01 00:00:00
2828,Mahoujin Guru Guru Doki Doki Legend,TV,38,false,Spring,2000-01-01 00:00:00,2000-01-01 00:00:00
2829,Hakuouki: Record of the Jade Blood Episode 0,TV Special,1,false,,2010-01-01 00:00:00,2010-01-01 00:00:00
2830,Crayon Shin-chan Movie 18: Chou Jikuu! Arashi wo Yobu Ora no Hanayome,Movie,1,false,,2010-01-01 00:00:00,2010-01-01 00:00:00
2831,Allison and Lillia,TV,26,false,Spring,2008-01-01 00:00:00,2008-01-01 00:00:00
2832,Gunslinger Girl: Il Teatrino,TV,13,false,Winter,2008-01-01 00:00:00,2008-01-01 00:00:00
2833,Knights of Sidonia Movie,Movie,1,false,,2015-01-01 00:00:00,2015-01-01 00:00:00
2834,Doraemon: New Nobita's Great Demon - Peko and the Exploration Party of Five,Movie,1,false,,2014-01-01 00:00:00,2014-01-01 00:00:00
2835,Excel Saga,TV,26,false,Fall,1999-01-01 00:00:00,2000-01-01 00:00:00
2836,Maria-sama ga Miteru 3rd Specials,DVD Special,5,false,,2006-01-01 00:00:00,2007-01-01 00:00:00
2837,Mysterious Girlfriend X,TV,13,false,Spring,2012-01-01 00:00:00,2012-01-01 00:00:00
2838,GeGeGe no Kitarou: Youkai Daisensou,Movie,1,false,,1986-01-01 00:00:00,1986-01-01 00:00:00
2839,Maria Watches Over Us,TV,13,false,Winter,2004-01-01 00:00:00,2004-01-01 00:00:00
2840,Oh! Edo Rocket,TV,26,false,Spring,2007-01-01 00:00:00,2007-01-01 00:00:00
2841,SSSS.Gridman,TV,12,false,Fall,2018-01-01 00:00:00,2018-01-01 00:00:00
2842,To Love Ru,TV,26,false,Spring,2008-01-01 00:00:00,2008-01-01 00:00:00
2843,Kaze no Yojimbo,TV,25,false,Fall,2001-01-01 00:00:00,2002-01-01 00:00:00
2844,Guomin Laogong Dai Huijia 2nd Season,Web,12,false,,2017-01-01 00:00:00,2017-01-01 00:00:00
2845,Magic Knight Rayearth,TV,49,false,,1994-01-01 00:00:00,1995-01-01 00:00:00
2846,Bakuman.: Deraman.,Other,1,false,,2012-01-01 00:00:00,2012-01-01 00:00:00
2847,Saber Marionette J to X,TV,26,false,Fall,1998-01-01 00:00:00,1999-01-01 00:00:00
2848,PriPara,TV,38,false,Summer,2014-01-01 00:00:00,2015-01-01 00:00:00
2849,Damekko Doubutsu,TV,26,false,Winter,2005-01-01 00:00:00,2005-01-01 00:00:00
2850,Cooking Master Boy,TV,52,false,Spring,1997-01-01 00:00:00,1998-01-01 00:00:00
2851,Rosario + Vampire,TV,13,false,Winter,2008-01-01 00:00:00,2008-01-01 00:00:00
2852,Engaged to the Unidentified OVA,OVA,1,false,,2014-01-01 00:00:00,2014-01-01 00:00:00
2853,Tenjho Tenge: Ultimate Fight,OVA,2,false,,2005-01-01 00:00:00,2005-01-01 00:00:00
2854,Kurau: Phantom Memory,TV,24,false,Summer,2004-01-01 00:00:00,2004-01-01 00:00:00
2855,A Town Where You Live (2012),OVA,2,false,,2012-01-01 00:00:00,2012-01-01 00:00:00
